day,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,year,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,holiday,workingday,temp,humidity_windspeed,season_1,season_2,season_3,season_4,Clear,Few clouds,Partly cloudy,Mist,Cloudy,Broken clouds,Light Snow,Light Rain,Thunderstorm,Scattered clouds,Heavy Rain,Ice Pallets,Snow,Fog,casual,registered,total_count,total_count_smoothed_kalman
7,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,0,0,0,1,0,0,0.52,0.08684356250000001,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1612,3102,4714,4528.362630827191
8,0,0,0,0,1,0,0,0,0,0,0,0,2011,1,0,0,0,0,0,0,0,0,0.528333,0.047146045712499994,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1401,2932,4333,4437.359686607378
9,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,1,0.5325,0.10361999999999999,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,664,3698,4362,4450.716428994943
10,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,1,0,0,0,0,0,1,0.5325,0.056582436057,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,694,4109,4803,4552.789600377452
11,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,1,0,0,0,0,1,0.5425,0.07635637271399999,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,550,3632,4182,4404.652372137412
12,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,0,1,0,0,0,1,0.535,0.1417760825,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,695,4169,4864,4479.167516034785
13,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,0,0,1,0,0,1,0.5125,0.155162523425,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,692,3413,4105,4168.850175966943
14,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,0,0,0,1,0,0,0.520833,0.12449137499999999,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,902,2507,3409,3922.3830118660426
15,0,0,0,0,1,0,0,0,0,0,0,0,2011,1,0,0,0,0,0,0,0,0,0.5625,0.132645490257,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1582,2971,4553,4189.298859631185
16,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,1,0.5775,0.09996381770700001,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,773,3185,3958,4092.513567027513
17,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,1,0,0,0,0,0,1,0.561667,0.232399631618,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,678,3445,4123,4130.241841451354
18,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,1,0,0,0,0,1,0.55,0.17529804000000002,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,536,3319,3855,4175.211957326549
19,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,0,1,0,0,0,1,0.530833,0.089771665179,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,735,3840,4575,4540.394030528293
20,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,0,0,1,0,0,1,0.536667,0.089957229579,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,909,4008,4917,4870.97013425833
21,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,0,0,0,1,0,0,0.6025,0.07560737355,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2258,3547,5805,5155.516372246699
22,0,0,0,0,1,0,0,0,0,0,0,0,2011,1,0,0,0,0,0,0,0,0,0.604167,0.110944280664,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1576,3084,4660,4790.578982481766
23,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,1,0.631667,0.18941202000000001,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,836,3438,4274,4556.220575198599
24,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,1,0,0,0,0,0,1,0.66,0.153420587636,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,659,3833,4492,4604.082743114032
25,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,1,0,0,0,0,1,0.660833,0.10738472625,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,740,4238,4978,4764.027654143497
26,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,0,1,0,0,0,1,0.708333,0.135257455,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,758,3919,4677,4710.000219316458
27,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,0,0,1,0,0,1,0.681667,0.15734389625,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,871,3808,4679,4688.973003805878
28,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,0,0,0,1,0,0,0.655833,0.167871211636,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2001,2757,4758,4677.918792101175
30,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,1,0,0,0,0,0,1,0,0.733333,0.08988912500000001,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1549,2549,4098,4294.43132539177
31,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,1,0,0,0,0,0,1,0.775,0.070879500443,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,673,3309,3982,4198.5106036776615
1,0,0,0,0,0,1,0,0,0,0,0,0,2011,0,0,0,1,0,0,0,0,1,0.764167,0.14021847263599999,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,513,3461,3974,4319.100485641215
2,0,0,0,0,0,1,0,0,0,0,0,0,2011,0,0,0,0,1,0,0,0,1,0.715,0.089147535,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,736,4232,4968,4784.790853245982
3,0,0,0,0,0,1,0,0,0,0,0,0,2011,0,0,0,0,0,1,0,0,1,0.62,0.08964710520699999,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,898,4414,5312,5067.272074096732
4,0,0,0,0,0,1,0,0,0,0,0,0,2011,0,0,0,0,0,0,1,0,0,0.635,0.0561835375,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1869,3473,5342,5105.025369044211
5,0,0,0,0,0,1,0,0,0,0,0,0,2011,1,0,0,0,0,0,0,0,0,0.648333,0.09049653,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1685,3221,4906,4905.804033035903
6,0,0,0,0,0,1,0,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,1,0.678333,0.0731376,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,673,3875,4548,4706.3867300634965
7,0,0,0,0,0,1,0,0,0,0,0,0,2011,0,0,1,0,0,0,0,0,1,0.7075,0.11229359593600001,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,763,4070,4833,4665.356157154586
8,0,0,0,0,0,1,0,0,0,0,0,0,2011,0,0,0,1,0,0,0,0,1,0.775833,0.08511152981100001,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,676,3725,4401,4456.681741400261
9,0,0,0,0,0,1,0,0,0,0,0,0,2011,0,0,0,0,1,0,0,0,1,0.808333,0.08518345503899999,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,563,3352,3915,4303.689067046197
10,0,0,0,0,0,1,0,0,0,0,0,0,2011,0,0,0,0,0,1,0,0,1,0.755,0.08503517000000001,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,815,3771,4586,4539.38545973833
11,0,0,0,0,0,1,0,0,0,0,0,0,2011,0,0,0,0,0,0,1,0,0,0.725,0.10136217755,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1729,3237,4966,4728.467312168793
12,0,0,0,0,0,1,0,0,0,0,0,0,2011,1,0,0,0,0,0,0,0,0,0.6925,0.122334539939,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1467,2993,4460,4680.01647676805
13,0,0,0,0,0,1,0,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,1,0.635,0.15102091905,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,863,4157,5020,4851.582118135358
14,0,0,0,0,0,1,0,0,0,0,0,0,2011,0,0,1,0,0,0,0,0,1,0.604167,0.136548831489,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,727,4164,4891,4854.729877638022
15,0,0,0,0,0,1,0,0,0,0,0,0,2011,0,0,0,1,0,0,0,0,1,0.626667,0.079198549304,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,769,4411,5180,4821.607514778708
16,0,0,0,0,0,1,0,0,0,0,0,0,2011,0,0,0,0,1,0,0,0,1,0.628333,0.142120802843,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,545,3222,3767,4430.092666698102
17,0,0,0,0,0,1,0,0,0,0,0,0,2011,0,0,0,0,0,1,0,0,1,0.649167,0.10524545815699998,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,863,3981,4844,4701.670485315599
18,0,0,0,0,0,1,0,0,0,0,0,0,2011,0,0,0,0,0,0,1,0,0,0.696667,0.080053153136,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1807,3312,5119,4830.918789248695
19,0,0,0,0,0,1,0,0,0,0,0,0,2011,1,0,0,0,0,0,0,0,0,0.699167,0.068000034,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1639,3105,4744,4672.085882430486
20,0,0,0,0,0,1,0,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,1,0.635,0.11602321874999999,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,699,3311,4010,4441.338858042763
21,0,0,0,0,0,1,0,0,0,0,0,0,2011,0,0,1,0,0,0,0,0,1,0.680833,0.131760567425,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,774,4061,4835,4641.930691697803
22,0,0,0,0,0,1,0,0,0,0,0,0,2011,0,0,0,1,0,0,0,0,1,0.733333,0.121875365,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,661,3846,4507,4649.4532170506445
23,0,0,0,0,0,1,0,0,0,0,0,0,2011,0,0,0,0,1,0,0,0,1,0.728333,0.167958733732,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,746,4044,4790,4799.428959454132
24,0,0,0,0,0,1,0,0,0,0,0,0,2011,0,0,0,0,0,1,0,0,1,0.724167,0.127294259325,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,969,4022,4991,4958.833661311753
25,0,0,0,0,0,1,0,0,0,0,0,0,2011,0,0,0,0,0,0,1,0,0,0.695,0.10129258014300001,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1782,3420,5202,5086.072024481126
26,0,0,0,0,0,1,0,0,0,0,0,0,2011,1,0,0,0,0,0,0,0,0,0.68,0.04852706248890001,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1920,3385,5305,5097.382412131626
27,0,0,0,0,0,1,0,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,1,0.6825,0.070828730804,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,854,3854,4708,4901.075211913751
28,0,0,0,0,0,1,0,0,0,0,0,0,2011,0,0,1,0,0,0,0,0,1,0.744167,0.091499517261,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,732,3916,4648,4897.843223609627
29,0,0,0,0,0,1,0,0,0,0,0,0,2011,0,0,0,1,0,0,0,0,1,0.728333,0.13036512685700002,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,848,4377,5225,5144.454458915128
30,0,0,0,0,0,1,0,0,0,0,0,0,2011,0,0,0,0,1,0,0,0,1,0.696667,0.08045635510400001,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1027,4488,5515,5310.520153135759
1,0,0,0,0,0,0,1,0,0,0,0,0,2011,0,0,0,0,0,1,0,0,1,0.7225,0.04065842,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1246,4116,5362,5272.106000492146
2,0,0,0,0,0,0,1,0,0,0,0,0,2011,0,0,0,0,0,0,1,0,0,0.738333,0.051154609146,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2204,2915,5119,5143.7978483406805
3,0,0,0,0,0,0,1,0,0,0,0,0,2011,1,0,0,0,0,0,0,0,0,0.716667,0.156195585,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,2282,2367,4649,5040.287544529895
5,0,0,0,0,0,0,1,0,0,0,0,0,2011,0,0,1,0,0,0,0,0,1,0.746667,0.074544869586,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1031,3634,4665,4900.906811217117
6,0,0,0,0,0,0,1,0,0,0,0,0,2011,0,0,0,1,0,0,0,0,1,0.72,0.11141298003899999,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,784,3845,4629,4709.655648402347
7,0,0,0,0,0,0,1,0,0,0,0,0,2011,0,0,0,0,1,0,0,0,1,0.75,0.10367900000000001,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,754,3838,4592,4599.060133989923
8,0,0,0,0,0,0,1,0,0,0,0,0,2011,0,0,0,0,0,1,0,0,1,0.709167,0.170629096293,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,692,3348,4040,4495.524753567423
9,0,0,0,0,0,0,1,0,0,0,0,0,2011,0,0,0,0,0,0,1,0,0,0.733333,0.10228644930400001,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1988,3348,5336,4847.514126712346
10,0,0,0,0,0,0,1,0,0,0,0,0,2011,1,0,0,0,0,0,0,0,0,0.7475,0.106107333843,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1743,3138,4881,4711.017626569616
11,0,0,0,0,0,0,1,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,1,0.7625,0.179519181721,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,723,3363,4086,4404.538752996504
12,0,0,0,0,0,0,1,0,0,0,0,0,2011,0,0,1,0,0,0,0,0,1,0.794167,0.11197542841799998,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,662,3596,4258,4416.598632419895
13,0,0,0,0,0,0,1,0,0,0,0,0,2011,0,0,0,1,0,0,0,0,1,0.746667,0.09230739371100001,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,748,3594,4342,4587.2571442631815
14,0,0,0,0,0,0,1,0,0,0,0,0,2011,0,0,0,0,1,0,0,0,1,0.680833,0.11461765875,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,888,4196,5084,5003.172800369651
15,0,0,0,0,0,0,1,0,0,0,0,0,2011,0,0,0,0,0,1,0,0,1,0.663333,0.10810001125,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1318,4220,5538,5338.261256845772
17,0,0,0,0,0,0,1,0,0,0,0,0,2011,1,0,0,0,0,0,0,0,0,0.719167,0.148040852511,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2006,3296,5302,5159.571653657216
18,0,0,0,0,0,0,1,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,1,0.746667,0.140542355,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,841,3617,4458,4703.103990803987
19,0,0,0,0,0,0,1,0,0,0,0,0,2011,0,0,1,0,0,0,0,0,1,0.776667,0.0849444602,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,752,3789,4541,4491.740318754743
20,0,0,0,0,0,0,1,0,0,0,0,0,2011,0,0,0,1,0,0,0,0,1,0.768333,0.080478065811,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,644,3688,4332,4231.1169654602445
21,0,0,0,0,0,0,1,0,0,0,0,0,2011,0,0,0,0,1,0,0,0,1,0.815,0.15347201625,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,632,3152,3784,3869.610577625989
22,0,0,0,0,0,0,1,0,0,0,0,0,2011,0,0,0,0,0,1,0,0,1,0.848333,0.07725350269999999,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,562,2825,3387,3593.714767417723
23,0,0,0,0,0,0,1,0,0,0,0,0,2011,0,0,0,0,0,0,1,0,0,0.849167,0.0656105,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,987,2298,3285,3524.53372462718
24,0,0,0,0,0,0,1,0,0,0,0,0,2011,1,0,0,0,0,0,0,0,0,0.83,0.09318496944299999,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1050,2556,3606,3694.886406463817
25,0,0,0,0,0,0,1,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,1,0.743333,0.06874942018889998,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,568,3272,3840,3954.125494764271
26,0,0,0,0,0,0,1,0,0,0,0,0,2011,0,0,1,0,0,0,0,0,1,0.771667,0.108306134914,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,750,3840,4590,4327.490077828996
27,0,0,0,0,0,0,1,0,0,0,0,0,2011,0,0,0,1,0,0,0,0,1,0.775,0.073920361571,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,755,3901,4656,4438.344738722717
28,0,0,0,0,0,0,1,0,0,0,0,0,2011,0,0,0,0,1,0,0,0,1,0.779167,0.10411269050699999,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,606,3784,4390,4331.544138339156
29,0,0,0,0,0,0,1,0,0,0,0,0,2011,0,0,0,0,0,1,0,0,1,0.838333,0.09446986499999999,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,670,3176,3846,4166.287676294751
30,0,0,0,0,0,0,1,0,0,0,0,0,2011,0,0,0,0,0,0,1,0,0,0.804167,0.07851009632099999,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1559,2916,4475,4321.318890545096
31,0,0,0,0,0,0,1,0,0,0,0,0,2011,1,0,0,0,0,0,0,0,0,0.805833,0.079247529229,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1524,2778,4302,4322.668995340537
1,0,0,0,0,0,0,0,1,0,0,0,0,2011,0,1,0,0,0,0,0,0,1,0.771667,0.086324895261,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,729,3537,4266,4344.688095476514
2,0,0,0,0,0,0,0,1,0,0,0,0,2011,0,0,1,0,0,0,0,0,1,0.783333,0.10112381250000001,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,801,4044,4845,4445.395291089006
3,0,0,0,0,0,0,0,1,0,0,0,0,2011,0,0,0,1,0,0,0,0,1,0.731667,0.0891458225,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,467,3107,3574,4146.497777790502
4,0,0,0,0,0,0,0,1,0,0,0,0,2011,0,0,0,0,1,0,0,0,1,0.71,0.149341125,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,799,3777,4576,4420.098042282501
5,0,0,0,0,0,0,0,1,0,0,0,0,2011,0,0,0,0,0,1,0,0,1,0.710833,0.116512331768,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1023,3843,4866,4537.796349057003
6,0,0,0,0,0,0,0,1,0,0,0,0,2011,0,0,0,0,0,0,1,0,0,0.716667,0.17232875,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1521,2773,4294,4327.291004888508
7,0,0,0,0,0,0,0,1,0,0,0,0,2011,1,0,0,0,0,0,0,0,0,0.7425,0.151702987579,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1298,2487,3785,4150.07666560852
8,0,0,0,0,0,0,0,1,0,0,0,0,2011,0,1,0,0,0,0,0,0,1,0.765,0.11378355052500001,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,846,3480,4326,4337.938991937052
9,0,0,0,0,0,0,0,1,0,0,0,0,2011,0,0,1,0,0,0,0,0,1,0.775,0.086201987457,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,907,3695,4602,4537.740310202636
10,0,0,0,0,0,0,0,1,0,0,0,0,2011,0,0,0,1,0,0,0,0,1,0.766667,0.084942835086,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,884,3896,4780,4673.281938670854
11,0,0,0,0,0,0,0,1,0,0,0,0,2011,0,0,0,0,1,0,0,0,1,0.7175,0.069832305,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,812,3980,4792,4702.105505809927
12,0,0,0,0,0,0,0,1,0,0,0,0,2011,0,0,0,0,0,1,0,0,1,0.708333,0.052132715,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1051,3854,4905,4641.034578758928
13,0,0,0,0,0,0,0,1,0,0,0,0,2011,0,0,0,0,0,0,1,0,0,0.685833,0.154273243682,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1504,2646,4150,4315.998230466856
14,0,0,0,0,0,0,0,1,0,0,0,0,2011,1,0,0,0,0,0,0,0,0,0.676667,0.1820024775,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1338,2482,3820,4156.96011264164
15,0,0,0,0,0,0,0,1,0,0,0,0,2011,0,1,0,0,0,0,0,0,1,0.665833,0.148792591182,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,775,3563,4338,4334.882107458066
16,0,0,0,0,0,0,0,1,0,0,0,0,2011,0,0,1,0,0,0,0,0,1,0.700833,0.136676859557,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,721,4004,4725,4509.686209732556
17,0,0,0,0,0,0,0,1,0,0,0,0,2011,0,0,0,1,0,0,0,0,1,0.723333,0.08266843413899999,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,668,4026,4694,4469.176521739601
18,0,0,0,0,0,0,0,1,0,0,0,0,2011,0,0,0,0,1,0,0,0,1,0.711667,0.152653992264,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,639,3166,3805,4203.843355486249
19,0,0,0,0,0,0,0,1,0,0,0,0,2011,0,0,0,0,0,1,0,0,1,0.685,0.100708121436,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,797,3356,4153,4337.353544719144
20,0,0,0,0,0,0,0,1,0,0,0,0,2011,0,0,0,0,0,0,1,0,0,0.6975,0.070428203989,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1914,3277,5191,4655.217278671184
21,0,0,0,0,0,0,0,1,0,0,0,0,2011,1,0,0,0,0,0,0,0,0,0.710833,0.19154058000000002,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1249,2624,3873,4437.29829129441
22,0,0,0,0,0,0,0,1,0,0,0,0,2011,0,1,0,0,0,0,0,0,1,0.691667,0.13007249999999998,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,833,3925,4758,4783.677595212044
23,0,0,0,0,0,0,0,1,0,0,0,0,2011,0,0,1,0,0,0,0,0,1,0.640833,0.066838365171,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1281,4614,5895,5155.734494341723
24,0,0,0,0,0,0,0,1,0,0,0,0,2011,0,0,0,1,0,0,0,0,1,0.673333,0.15313034,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,949,4181,5130,4788.525887813125
25,0,0,0,0,0,0,0,1,0,0,0,0,2011,0,0,0,0,1,0,0,0,1,0.684167,0.162692868611,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,435,3107,3542,4079.843169097652
26,0,0,0,0,0,0,0,1,0,0,0,0,2011,0,0,0,0,0,1,0,0,1,0.7,0.063916453125,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,768,3893,4661,3909.0036194798304
27,0,0,0,0,0,0,0,1,0,0,0,0,2011,0,0,0,0,0,0,1,0,0,0.68,0.31927445,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,226,889,1115,2986.1676893418394
28,0,0,0,0,0,0,0,1,0,0,0,0,2011,1,0,0,0,0,0,0,0,0,0.707059,0.171146763135,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1415,2919,4334,3934.4994485456873
29,0,0,0,0,0,0,0,1,0,0,0,0,2011,0,1,0,0,0,0,0,0,1,0.636667,0.08863622797500001,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,729,3905,4634,4483.330656295222
30,0,0,0,0,0,0,0,1,0,0,0,0,2011,0,0,1,0,0,0,0,0,1,0.639167,0.068546011664,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,775,4429,5204,4881.492520339979
31,0,0,0,0,0,0,0,1,0,0,0,0,2011,0,0,0,1,0,0,0,0,1,0.656667,0.0498263967361,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,688,4370,5058,4957.146904724715
1,0,0,0,0,0,0,0,0,1,0,0,0,2011,0,0,0,0,1,0,0,0,1,0.655,0.090631323932,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,783,4332,5115,4931.948193834165
2,0,0,0,0,0,0,0,0,1,0,0,0,2011,0,0,0,0,0,1,0,0,1,0.643333,0.101739997107,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,875,3852,4727,4723.6976767777805
3,0,0,0,0,0,0,0,0,1,0,0,0,2011,0,0,0,0,0,0,1,0,0,0.669167,0.132816311775,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1935,2549,4484,4512.144836499176
5,0,0,0,0,0,0,0,0,1,0,0,0,2011,0,1,0,0,0,0,0,1,0,0.673333,0.16811853423200002,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1236,2115,3351,3534.065661660067
6,0,0,0,0,0,0,0,0,1,0,0,0,2011,0,0,1,0,0,0,0,0,1,0.54,0.305062651451,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,204,2506,2710,2922.460152260453
7,0,0,0,0,0,0,0,0,1,0,0,0,2011,0,0,0,1,0,0,0,0,1,0.599167,0.0889761263264,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,118,1878,1996,2523.314795121292
8,0,0,0,0,0,0,0,0,1,0,0,0,2011,0,0,0,0,1,0,0,0,1,0.633913,0.18109927462,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,153,1689,1842,2651.484233103423
9,0,0,0,0,0,0,0,0,1,0,0,0,2011,0,0,0,0,0,1,0,0,1,0.65,0.111682018543,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,417,3127,3544,3589.137904188977
10,0,0,0,0,0,0,0,0,1,0,0,0,2011,0,0,0,0,0,0,1,0,0,0.66,0.11578203,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1750,3595,5345,4571.929479463508
