hour_0,hour_1,hour_2,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,day,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,year,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,holiday,workingday,temp,humidity_windspeed,season_1,season_2,season_3,season_4,Clear,Few clouds,Partly cloudy,Mist,Cloudy,Broken clouds,Light Snow,Light Rain,Thunderstorm,Scattered clouds,Heavy Rain,Ice Pallets,Snow,Fog,casual,registered,total_count,total_count_smoothed_kalman
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,1,0.72,0.277636,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,57,119,176,223.5294235332149
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,1,0.72,0.18506999999999998,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,56,223,279,290.70461741451714
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,1,0.72,0.27166999999999997,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,56,373,429,369.5844287103365
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,1,0.7,0.20986400000000002,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,68,385,453,389.0486687164924
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,1,0.7,0.165686,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,56,302,358,344.56157743914065
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,1,0.64,0.18583699999999997,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,39,271,310,286.6360636009295
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,1,0.64,0.199271,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,33,155,188,205.3466133636479
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,1,0.62,0.210466,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,25,106,131,141.4037764900142
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,1,0.62,0.17072,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,19,53,72,87.8647161063947
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,1,0,0,0,0,0,1,0.6,0.18236,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,12,23,35,50.19037182916989
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,1,0,0,0,0,0,1,0.6,0.154348,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,6,9,15,27.706399381114952
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,1,0,0,0,0,0,1,0.6,0.18236,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,2,8,10,17.928826314174966
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,1,0,0,0,0,0,1,0.58,0.09822999999999998,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,2,2,16.080079561409946
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,1,0,0,0,0,0,1,0.6,0.09196,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,4,28.311412370054875
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,1,0,0,0,0,0,1,0.58,0.23847799999999997,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,2,22,24,64.85415754875467
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,1,0,0,0,0,0,1,0.58,0.18236,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,10,102,112,142.2510602762092
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,1,0,0,0,0,0,1,0.64,0.15132,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,26,288,314,249.8990232798729
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,1,0,0,0,0,0,1,0.62,0.18583699999999997,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,31,403,434,293.44600956340946
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,1,0,0,0,0,0,1,0.64,0.14162,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,27,111,138,196.43900541035555
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,1,0,0,0,0,0,1,0.7,0.200324,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,18,90,108,157.87100666765718
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,1,0,0,0,0,0,1,0.74,0.114189,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,33,142,175,169.17401459261603
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,1,0,0,0,0,0,1,0.76,0.174645,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,41,129,170,174.65103711019088
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,1,0,0,0,0,0,1,0.78,0.116702,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,38,152,190,184.77909673795668
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,1,0,0,0,0,0,1,0.78,0.13045600000000002,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,27,126,153,189.6862531036791
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,1,0,0,0,0,0,1,0.74,0.22984500000000002,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,59,129,188,231.2796625730806
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,1,0,0,0,0,0,1,0.66,0.13386,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,52,225,277,316.15273461556274
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,1,0,0,0,0,0,1,0.66,0.14356,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,45,310,355,364.970126342173
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,1,0,0,0,0,0,1,0.66,0.066304,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,39,241,280,283.5274898212588
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,1,0,0,0,0,0,1,0.64,0.069888,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,21,168,189,205.6123431216033
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,1,0,0,0,0,0,1,0.62,0.19703199999999998,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,26,115,141,144.30953954355115
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,1,0,0,0,0,0,1,0.66,0.121508,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,13,53,66,86.31627550905012
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,1,0,0,0,0,1,0.6,0.18583699999999997,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,3,32,35,48.63928698359921
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,1,0,0,0,0,1,0.58,0.16102,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,6,2,8,24.601585441747517
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,1,0,0,0,0,1,0.56,0.0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,8,8,17.165469341643334
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,1,0,0,0,0,1,0.54,0.1343,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,9,18.89482258318249
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,1,0,0,0,0,1,0.54,0.1045,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,30.51899840790413
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,1,0,0,0,0,1,0.56,0.078848,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,23,25,69.66217264052992
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,1,0,0,0,0,1,0.56,0.084224,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,113,117,153.46751951368563
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,1,0,0,0,0,1,0.62,0.098039,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,29,284,313,273.740385900527
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,1,0,0,0,0,1,0.68,0.05824,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,27,207,234,259.52052866315887
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,1,0,0,0,0,1,0.7,0.054655999999999996,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,30,105,135,189.80794780158132
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,1,0,0,0,0,1,0.74,0.045696,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,36,104,140,174.90331474158518
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,1,0,0,0,0,1,0.74,0.07386500000000001,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,32,178,210,194.9019964231742
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,1,0,0,0,0,1,0.74,0.07386500000000001,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,39,163,202,199.80267452793743
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,1,0,0,0,0,1,0.74,0.09031000000000002,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,47,121,168,202.50602716063813
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,1,0,0,0,0,1,0.76,0.13192399999999999,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,37,145,182,239.71540695397692
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,1,0,0,0,0,1,0.74,0.14463600000000001,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,61,238,299,334.6401937012928
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,1,0,0,0,0,1,0.7,0.081923,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,73,332,405,397.72081209533314
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,1,0,0,0,0,1,0.7,0.100162,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,56,284,340,328.1871075375879
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,1,0,0,0,0,1,0.66,0.092667,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,33,203,236,246.84051051743063
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,1,0,0,0,0,1,0.66,0.175053,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,34,140,174,176.33442401470393
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,1,0,0,0,0,1,0.64,0.098039,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,12,74,86,108.16276152668117
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,0,1,0,0,0,1,0.64,0.098039,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,11,34,45,62.15386056533953
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,0,1,0,0,0,1,0.64,0.098039,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,13,16,33.298820169337446
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,0,1,0,0,0,1,0.62,0.08673499999999999,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,7,7,14,21.7425999426728
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,0,1,0,0,0,1,0.6,0.078848,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,17.928979658680944
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,0,1,0,0,0,1,0.6,0.0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,28.044339033370044
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,0,1,0,0,0,1,0.6,0.078848,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,2,25,27,64.2040374414292
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,0,1,0,0,0,1,0.6,0.0896,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,4,94,98,137.56777329091753
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,0,1,0,0,0,1,0.62,0.23847799999999997,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,16,270,286,250.49928243132345
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,0,1,0,0,0,1,0.72,0.11494,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,22,194,216,244.2909395778346
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,0,1,0,0,0,1,0.7,0.20986400000000002,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,49,94,143,188.94274473045107
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,0,1,0,0,0,1,0.74,0.147774,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,36,124,160,179.53729461351864
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,0,1,0,0,0,1,0.78,0.193756,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,53,141,194,189.6691391101048
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,0,1,0,0,0,1,0.82,0.14747200000000002,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,52,145,197,195.47012271679583
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,0,1,0,0,0,1,0.82,0.14747200000000002,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,44,145,189,199.74122904028272
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,0,1,0,0,0,1,0.82,0.13045600000000002,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,40,101,141,214.75356440405227
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,0,1,0,0,0,1,0.8,0.175518,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,58,233,291,303.5194641718741
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,26,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,0,1,0,0,0,1,0.8,0.13045600000000002,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,49,445,494,404.80482811157015
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,0,1,0,0,0,1,0.8,0.15106400000000003,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,74,404,478,416.89502016283626
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,0,1,0,0,0,1,0.78,0.15106400000000003,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,67,311,378,367.8802323769387
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,0,1,0,0,0,1,0.72,0.095236,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,55,267,322,308.7456769679797
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,0,1,0,0,0,1,0.72,0.055552,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,45,178,223,236.3567985270004
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,0,1,0,0,0,1,0.7,0.08729500000000001,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,23,157,180,177.32471861302162
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,0,1,0,0,0,1,0.7,0.12610000000000002,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,17,73,90,115.6173573120644
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,0,0,1,0,0,1,0.68,0.175053,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,14,55,69,79.52735332317161
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,0,0,1,0,0,1,0.7,0.17312999999999998,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,14,36,50,53.96470265745042
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,0,0,1,0,0,1,0.68,0.13657899999999998,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6,12,18,32.366754649179626
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,0,0,1,0,0,1,0.66,0.05824,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,11,12,25.13556129008845
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,0,0,1,0,0,1,0.64,0.092667,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,5,7,31.039929221085732
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,0,0,1,0,0,1,0.64,0.18434000000000003,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,29,31,60.98422637316875
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,0,0,1,0,0,1,0.64,0.061824,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,8,73,81,120.91274989842051
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,0,0,1,0,0,1,0.64,0.119866,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,20,229,249,220.7540233220928
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,0,0,1,0,0,1,0.66,0.20986400000000002,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,25,393,418,292.349320067858
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,0,0,1,0,0,1,0.7,0.18434000000000003,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,37,190,227,238.2939368814811
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,0,0,1,0,0,1,0.72,0.209574,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,42,111,153,195.53249057658536
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,1,0,0,0,0,0,0,0,2011,0,0,0,0,0,1,0,0,1,0.74,0.18062000000000003,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,40,126,166,195.30353484827492
